Rank,Name,Neighborhood,Zoning Type,Plot Size,Building Size,Distance to Ocean,Distance to Bay,Max # of Floors,Min # of Floors,Plot Area (m²),Min Building Height (m),Max Building Height (m),Distance to Ocean (m),Distance to Bay (m)
4030,HH-922,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1024,16,20,845,365
4030,HH-923,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,993,16,20,750,433
4030,HH-924,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,948,16,20,688,490
4030,HH-927,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,4,993,20,24,984,353
4030,HH-928,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,993,16,20,951,375
4030,HH-929,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,993,18,22,935,385
4030,HH-930,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,965,16,20,918,394
4030,HH-931,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1066,16,20,653,551
4030,HH-936,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1024,18,22,1059,302
4030,HH-937,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,995,16,20,1043,313
4030,HH-943,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,937,16,20,1099,301
4030,HH-945,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1037,16,20,1048,335
4030,HH-946,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1011,16,20,1015,358
4030,HH-947,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,984,16,20,969,391
4030,HH-948,Haven Heights,Residential,Nano,Lowrise,Far,Medium,8,6,1013,32,40,952,402
4030,HH-949,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1010,16,20,935,413
4030,HH-950,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1006,16,20,918,425
4030,HH-952,Haven Heights,Residential,Nano,Lowrise,Far,Medium,9,7,981,36,45,885,446
4030,HH-954,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1062,16,20,702,552
4030,HH-955,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,903,16,20,690,555
4030,HH-959,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,979,19,23,1154,307
4030,HH-960,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,979,19,23,1137,320
4030,HH-961,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1091,16,20,1027,395
4030,HH-962,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1091,17,21,992,419
4030,HH-964,Haven Heights,Residential,Nano,Lowrise,Far,Medium,3,3,922,15,18,1177,317
4030,HH-965,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,954,16,20,1160,329
4030,HH-966,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,954,16,20,1143,341
4030,HH-967,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,954,16,20,1109,366
4030,HH-968,Haven Heights,Residential,Nano,Lowrise,Far,Medium,6,5,854,27,33,1093,377
4030,HH-969,Haven Heights,Residential,Nano,Lowrise,Far,Medium,9,7,975,36,45,1037,418
4030,HH-970,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1086,16,20,1021,429
4030,HH-972,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1075,16,20,970,465
4030,HH-973,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1052,18,22,952,477
4180,HH-137,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1380,17,21,878,612
4180,HH-205,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1870,16,20,901,785
4180,HH-226,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,2060,16,20,1010,771
4180,HH-227,Haven Heights,Residential,Micro,Lowrise,Far,Far,8,6,1637,33,41,911,815
4180,HH-235,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1544,16,20,1381,617
4180,HH-236,Haven Heights,Residential,Micro,Lowrise,Far,Far,8,6,1543,34,42,1353,636
4180,HH-237,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1542,17,21,1325,655
4180,HH-238,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1541,19,23,1297,675
4180,HH-239,Haven Heights,Residential,Micro,Lowrise,Far,Far,7,5,1433,29,36,1269,695
4180,HH-253,Haven Heights,Residential,Micro,Lowrise,Far,Far,9,7,1980,37,46,1015,806
4180,HH-254,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1367,16,20,923,846
4180,HH-270,Haven Heights,Residential,Micro,Lowrise,Far,Far,6,5,2153,25,31,1386,685
4180,HH-271,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,2152,19,23,1348,707
4180,HH-272,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,2150,16,20,1311,731
4180,HH-275,Haven Heights,Residential,Micro,Lowrise,Far,Far,5,4,1549,22,27,1056,859
4180,HH-291,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,2283,16,20,1019,909
4180,HH-292,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1969,16,20,961,934
4180,HH-302,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,4,1326,20,24,1376,673
4180,HH-303,Haven Heights,Residential,Micro,Lowrise,Far,Far,6,5,2090,26,32,1360,699
4180,HH-304,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,2090,16,20,1342,731
4180,HH-305,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,2090,16,20,1324,753
4180,HH-306,Haven Heights,Residential,Micro,Lowrise,Far,Far,5,4,2090,21,26,1298,776
4180,HH-307,Haven Heights,Residential,Micro,Lowrise,Far,Far,8,6,1983,33,41,1262,799
4180,HH-310,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1542,17,21,1045,912
4180,HH-311,Haven Heights,Residential,Micro,Lowrise,Far,Far,6,4,1327,24,30,930,953
4180,HH-312,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1718,16,20,650,1091
4180,HH-358,Haven Heights,Residential,Micro,Lowrise,Far,Far,5,4,1408,23,28,699,1140
4180,HH-379,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1443,16,20,1248,774
4180,HH-393,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1444,17,21,1232,787
4180,HH-403,Haven Heights,Residential,Micro,Lowrise,Far,Far,7,6,1480,31,38,986,1069
4180,HH-404,Haven Heights,Residential,Micro,Lowrise,Far,Far,5,4,1517,24,29,707,1178
4180,HH-414,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1289,16,20,984,1086
4180,HH-435,Haven Heights,Residential,Micro,Lowrise,Far,Far,8,6,1764,32,40,1145,866
4180,HH-441,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1845,16,20,1023,1058
4180,HH-442,Haven Heights,Residential,Micro,Lowrise,Far,Far,5,4,1617,23,28,970,1119
4180,HH-443,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1684,19,23,639,1280
4180,HH-449,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1844,16,20,1005,1070
4180,HH-452,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1685,16,20,634,1297
4180,HH-462,Haven Heights,Residential,Micro,Lowrise,Far,Far,5,4,1845,22,27,988,1082
4180,HH-463,Haven Heights,Residential,Micro,Lowrise,Far,Far,6,5,1299,25,31,946,1144
4180,HH-464,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1288,18,22,707,1278
4180,HH-475,Haven Heights,Residential,Micro,Lowrise,Far,Far,7,6,1803,31,38,1170,784
4180,HH-476,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1734,16,20,1099,897
4180,HH-482,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1844,17,21,970,1094
4180,HH-484,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1688,16,20,625,1331
4180,HH-491,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1650,16,20,953,1105
4180,HH-493,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1419,16,20,707,1309
4180,HH-503,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1721,16,20,1184,641
4180,HH-504,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1372,17,21,1124,720
4180,HH-534,Haven Heights,Residential,Micro,Lowrise,Far,Far,8,6,1449,32,40,1169,601
4180,HH-535,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1487,16,20,1125,654
4180,HH-536,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1486,16,20,1104,681
4180,HH-537,Haven Heights,Residential,Micro,Lowrise,Far,Far,8,6,1377,32,40,1085,707
4180,HH-547,Haven Heights,Residential,Micro,Lowrise,Far,Far,5,4,1235,21,26,818,1134
4180,HH-568,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,2053,16,20,842,949
4180,HH-582,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,2056,16,20,813,948
4180,HH-594,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1536,16,20,807,934
4180,HH-697,Haven Heights,Residential,Micro,Lowrise,Far,Far,5,4,1763,23,28,775,816
4180,HH-698,Haven Heights,Residential,Micro,Lowrise,Far,Far,5,4,1796,21,26,745,846
4180,HH-699,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1799,18,22,716,877
4180,HH-722,Haven Heights,Residential,Micro,Lowrise,Far,Far,5,4,1905,23,28,724,875
4180,HH-727,Haven Heights,Residential,Micro,Lowrise,Far,Far,5,4,1638,22,27,726,879
4180,HH-736,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1371,16,20,728,882
4180,HH-747,Haven Heights,Residential,Micro,Lowrise,Far,Far,8,7,2215,36,44,846,764
4180,HH-748,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1785,17,21,775,803
4180,HH-764,Haven Heights,Residential,Micro,Lowrise,Far,Far,5,4,2284,21,26,835,716
4180,HH-769,Haven Heights,Residential,Micro,Lowrise,Far,Far,4,3,1871,16,20,849,685
4247,NS-265,North Star,Residential,Nano,Lowrise,Far,Far,2,2,1054,10,12,711,606
4247,NS-266,North Star,Residential,Nano,Lowrise,Far,Far,2,2,1091,10,12,692,616
4247,NS-267,North Star,Residential,Nano,Lowrise,Far,Far,2,2,1091,10,12,673,627
4247,NS-268,North Star,Residential,Nano,Lowrise,Far,Far,2,2,1091,10,12,654,638
4247,NS-269,North Star,Residential,Nano,Lowrise,Far,Far,3,2,1091,12,15,634,650
4247,NS-270,North Star,Residential,Nano,Lowrise,Far,Far,6,5,977,27,33,616,661
4247,NS-313,North Star,Residential,Nano,Lowrise,Far,Far,4,3,872,16,20,774,627
4247,NS-315,North Star,Residential,Nano,Lowrise,Far,Far,4,3,1086,16,20,691,666
4247,NS-316,North Star,Residential,Nano,Lowrise,Far,Far,8,7,1082,35,43,672,676
4247,NS-317,North Star,Residential,Nano,Lowrise,Far,Far,5,4,1079,21,26,653,686
4247,NS-318,North Star,Residential,Nano,Lowrise,Far,Far,4,3,1075,19,23,634,697
4247,NS-319,North Star,Residential,Nano,Lowrise,Far,Far,3,3,960,15,18,615,708
4247,NS-325,North Star,Residential,Nano,Lowrise,Far,Far,7,5,810,29,36,774,645
4247,NS-422,North Star,Residential,Nano,Lowrise,Far,Far,4,3,916,19,23,1233,624
4247,NS-424,North Star,Residential,Nano,Lowrise,Far,Far,7,5,816,28,35,1069,709
4247,NS-438,North Star,Residential,Nano,Lowrise,Far,Far,5,4,1023,22,27,1233,641
4247,NS-440,North Star,Residential,Nano,Lowrise,Far,Far,6,5,986,25,31,1072,721
4247,NS-459,North Star,Residential,Nano,Lowrise,Far,Far,7,5,1094,29,36,1386,614
4247,NS-463,North Star,Residential,Nano,Lowrise,Far,Far,7,6,1066,30,37,1071,738
4247,NS-468,North Star,Residential,Nano,Lowrise,Far,Far,6,5,1095,27,33,1387,629
4247,NS-470,North Star,Residential,Nano,Lowrise,Far,Far,5,4,1025,23,28,1234,676
4247,NS-472,North Star,Residential,Nano,Lowrise,Far,Far,7,6,1146,32,39,1069,755
4247,NS-482,North Star,Residential,Nano,Lowrise,Far,Far,4,3,1096,19,23,1388,631
4247,NS-483,North Star,Residential,Nano,Lowrise,Far,Far,7,5,1021,29,36,1298,673
4247,NS-484,North Star,Residential,Nano,Lowrise,Far,Far,6,5,1026,28,34,1235,694
4247,NS-487,North Star,Residential,Nano,Lowrise,Far,Far,4,3,1035,19,23,766,916
4247,NS-509,North Star,Residential,Nano,Lowrise,Far,Far,4,3,972,16,20,1299,690
4247,NS-510,North Star,Residential,Nano,Lowrise,Far,Far,5,4,946,22,27,1236,711
4247,NS-521,North Star,Residential,Nano,Lowrise,Far,Far,4,3,978,18,22,1031,867
4247,NS-577,North Star,Residential,Nano,Lowrise,Far,Far,8,7,1010,35,43,718,1142
4247,NS-604,North Star,Residential,Nano,Lowrise,Far,Far,5,4,830,22,27,1366,730
4247,NS-611,North Star,Residential,Nano,Lowrise,Far,Far,4,3,834,16,20,644,1243
4247,NS-621,North Star,Residential,Nano,Lowrise,Far,Far,10,8,461,41,51,637,1264
4247,NS-628,North Star,Residential,Nano,Lowrise,Far,Far,4,3,1015,18,22,1295,836
4247,NS-653,North Star,Residential,Nano,Lowrise,Far,Far,5,4,612,24,29,1256,897
4247,NS-654,North Star,Residential,Nano,Lowrise,Far,Far,4,3,1016,18,22,1233,925
4247,NS-671,North Star,Residential,Nano,Lowrise,Far,Far,5,4,693,22,27,1093,953
4247,NS-730,North Star,Residential,Nano,Lowrise,Far,Far,4,3,1056,16,20,1954,621
4247,NS-731,North Star,Residential,Nano,Lowrise,Far,Far,4,3,1091,16,20,1934,640
4247,NS-753,North Star,Residential,Nano,Lowrise,Far,Far,4,3,1030,17,21,1957,615
4247,NS-756,North Star,Residential,Nano,Lowrise,Far,Far,4,3,1065,17,21,1898,629
4247,NS-757,North Star,Residential,Nano,Lowrise,Far,Far,5,4,1065,21,26,1878,616
4247,NS-772,North Star,Residential,Nano,Lowrise,Far,Far,4,4,916,20,24,893,692
4247,NS-777,North Star,Residential,Nano,Lowrise,Far,Far,4,3,1021,17,21,893,680
4247,NS-778,North Star,Residential,Nano,Lowrise,Far,Far,4,3,1023,18,22,830,728
4247,NS-789,North Star,Residential,Nano,Lowrise,Far,Far,8,7,1021,36,44,894,667
4247,NS-790,North Star,Residential,Nano,Lowrise,Far,Far,4,3,1024,18,22,831,716
4247,NS-796,North Star,Residential,Nano,Lowrise,Far,Far,6,5,1021,27,33,895,655
4247,NS-797,North Star,Residential,Nano,Lowrise,Far,Far,4,4,1025,20,24,833,704
4247,NS-805,North Star,Residential,Nano,Lowrise,Far,Far,4,3,1021,19,23,897,643
4247,NS-806,North Star,Residential,Nano,Lowrise,Far,Far,4,3,1026,16,20,834,687
4247,NS-813,North Star,Residential,Nano,Lowrise,Far,Far,5,4,972,22,27,899,632
4247,NS-814,North Star,Residential,Nano,Lowrise,Far,Far,4,3,945,16,20,837,672
4300,HH-122,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1198,16,20,816,613
4300,HH-124,Haven Heights,Residential,Nano,Lowrise,Far,Far,6,5,1101,27,33,817,626
4300,HH-138,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,879,16,20,818,651
4300,HH-152,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1024,16,20,980,612
4300,HH-154,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,966,17,21,882,662
4300,HH-155,Haven Heights,Residential,Nano,Lowrise,Far,Far,7,6,963,32,39,863,672
4300,HH-156,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,960,16,20,844,684
4300,HH-158,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,463,16,20,811,704
4300,HH-162,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1049,16,20,1034,601
4300,HH-163,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1024,16,20,978,628
4300,HH-166,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1049,17,21,1033,618
4300,HH-167,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1024,16,20,977,645
4300,HH-178,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,4,984,20,24,1120,603
4300,HH-179,Haven Heights,Residential,Nano,Lowrise,Far,Far,6,5,1049,28,34,1032,636
4300,HH-181,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,4,846,20,24,896,703
4300,HH-182,Haven Heights,Residential,Nano,Lowrise,Far,Far,5,4,946,22,27,878,712
4300,HH-184,Haven Heights,Residential,Nano,Lowrise,Far,Far,11,9,946,47,58,840,732
4300,HH-187,Haven Heights,Residential,Nano,Lowrise,Far,Far,6,4,951,24,30,1183,602
4300,HH-188,Haven Heights,Residential,Nano,Lowrise,Far,Far,6,4,882,24,30,1120,621
4300,HH-189,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,938,16,20,1032,652
4300,HH-193,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,878,16,20,1121,679
4300,HH-204,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,981,16,20,1122,696
4300,HH-217,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,954,16,20,1183,698
4300,HH-218,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,982,18,22,1123,715
4300,HH-224,Haven Heights,Residential,Nano,Lowrise,Far,Far,7,6,954,30,37,1184,717
4300,HH-225,Haven Heights,Residential,Nano,Lowrise,Far,Far,6,5,983,27,33,1125,733
4300,HH-234,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,4,852,20,24,1404,603
4300,HH-240,Haven Heights,Residential,Nano,Lowrise,Far,Far,5,4,954,20,25,1186,735
4300,HH-241,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,984,19,23,1127,751
4300,HH-259,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1014,18,22,1133,818
4300,HH-273,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1024,16,20,1185,819
4300,HH-274,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1051,16,20,1131,836
4300,HH-281,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1024,16,20,1181,832
4300,HH-282,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1052,16,20,1126,854
4300,HH-286,Haven Heights,Residential,Nano,Lowrise,Far,Far,5,4,1053,21,26,1123,873
4300,HH-308,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1024,18,22,1173,859
4300,HH-309,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1054,17,21,1118,891
4300,HH-320,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,944,16,20,1114,909
4300,HH-330,Haven Heights,Residential,Nano,Lowrise,Far,Far,7,6,455,31,38,1324,697
4300,HH-332,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,956,19,23,1013,993
4300,HH-333,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,872,16,20,959,1011
4300,HH-344,Haven Heights,Residential,Nano,Lowrise,Far,Far,7,6,668,32,39,1312,706
4300,HH-346,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,922,17,21,1241,812
4300,HH-347,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,4,955,20,24,1232,827
4300,HH-348,Haven Heights,Residential,Nano,Lowrise,Far,Far,7,6,955,30,37,1215,858
4300,HH-349,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,954,16,20,1207,872
4300,HH-350,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,855,17,21,1199,883
4300,HH-351,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,917,18,22,1168,921
4300,HH-352,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1024,16,20,1135,945
4300,HH-354,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1024,17,21,1097,970
4300,HH-355,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,995,17,21,1078,983
4300,HH-357,Haven Heights,Residential,Nano,Lowrise,Far,Far,5,4,837,20,25,958,1027
4300,HH-359,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1083,16,20,676,1151
4300,HH-360,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1083,16,20,656,1162
4300,HH-361,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,4,1058,20,24,637,1172
4300,HH-371,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,836,16,20,1298,716
4300,HH-373,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,692,16,20,958,1044
4300,HH-380,Haven Heights,Residential,Nano,Lowrise,Far,Far,6,5,1067,26,32,1001,1047
4300,HH-381,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,548,16,20,959,1061
4300,HH-392,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1173,16,20,1272,737
4300,HH-394,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,4,944,20,24,1189,849
4300,HH-395,Haven Heights,Residential,Nano,Lowrise,Far,Far,6,4,974,24,30,1180,864
4300,HH-396,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,967,16,20,1162,894
4300,HH-397,Haven Heights,Residential,Nano,Lowrise,Far,Far,5,4,963,23,28,1153,909
4300,HH-398,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,860,16,20,1145,923
4300,HH-399,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,4,937,20,24,1121,966
4300,HH-400,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1040,17,21,1101,988
4300,HH-402,Haven Heights,Residential,Nano,Lowrise,Far,Far,5,4,1033,22,27,1077,1012
4300,HH-405,Haven Heights,Residential,Nano,Lowrise,Far,Far,5,4,1095,23,28,663,1200
4300,HH-406,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1071,16,20,624,1220
4300,HH-422,Haven Heights,Residential,Nano,Lowrise,Far,Far,5,4,817,23,28,710,1232
4300,HH-436,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1013,16,20,1113,907
4300,HH-437,Haven Heights,Residential,Nano,Lowrise,Far,Far,6,5,1049,28,34,1103,921
4300,HH-438,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1049,16,20,1094,935
4300,HH-439,Haven Heights,Residential,Nano,Lowrise,Far,Far,8,7,1049,36,44,1075,964
4300,HH-440,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,939,16,20,1066,978
4300,HH-451,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1135,16,20,708,1262
4300,HH-477,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,990,18,22,1066,947
4300,HH-478,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1024,16,20,1056,960
4300,HH-479,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1024,16,20,1046,974
4300,HH-480,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1024,19,23,1026,1001
4300,HH-483,Haven Heights,Residential,Nano,Lowrise,Far,Far,5,4,1140,23,28,934,1156
4300,HH-492,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,885,16,20,922,1165
4300,HH-505,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,917,17,21,1078,784
4300,HH-506,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1024,16,20,1066,801
4300,HH-507,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1024,18,22,1053,820
4300,HH-509,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1031,16,20,984,926
4300,HH-511,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1066,16,20,939,1004
4300,HH-512,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1037,16,20,928,1023
4300,HH-516,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1140,18,22,872,1142
4300,HH-538,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1044,17,21,1025,789
4300,HH-539,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1037,16,20,999,827
4300,HH-540,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1033,16,20,986,846
4300,HH-541,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1086,16,20,928,935
4300,HH-542,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1082,17,21,916,955
4300,HH-543,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1078,16,20,904,974
4300,HH-544,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1075,18,22,893,994
4300,HH-545,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1052,16,20,882,1013
4300,HH-546,Haven Heights,Residential,Nano,Lowrise,Far,Far,6,5,1170,28,34,829,1111
4300,HH-555,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1031,18,22,974,781
4300,HH-556,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1056,17,21,934,837
4300,HH-567,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1093,18,22,920,835
4300,HH-570,Haven Heights,Residential,Nano,Lowrise,Far,Far,5,4,767,20,25,635,1358
4300,HH-578,Haven Heights,Residential,Nano,Lowrise,Far,Far,6,5,975,26,32,623,1352
4300,HH-583,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1183,18,22,611,1346
4300,HH-592,Haven Heights,Residential,Nano,Lowrise,Far,Far,7,5,1065,28,35,921,777
4300,HH-597,Haven Heights,Residential,Nano,Lowrise,Far,Far,5,4,1015,22,27,866,834
4300,HH-599,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,1015,16,20,909,778
4300,HH-604,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,946,16,20,1006,624
4300,HH-605,Haven Heights,Residential,Nano,Lowrise,Far,Far,11,9,922,46,57,956,684
4300,HH-611,Haven Heights,Residential,Nano,Lowrise,Far,Far,4,3,979,16,20,997,627
